number of iterations required: 900
---utility for each state (row, column)---
(25, 41) - utility: 57.207
(25, 42) - utility: 62.516
(25, 43) - utility: 61.781
(25, 44) - utility: 62.673
(25, 45) - utility: 62.006
(25, 46) - utility: 59.985
(25, 47) - utility: 68.133
(25, 48) - utility: 66.865
(25, 49) - utility: 62.085
(25, 50) - utility: 72.238
(25, 51) - utility: 86.901
(25, 52) - utility: 89.629
(25, 53) - utility: 89.047
(25, 55) - utility: 82.113
(25, 56) - utility: 80.167
(25, 57) - utility: 76.258
(25, 58) - utility: 74.604
(25, 59) - utility: 76.041
(25, 60) - utility: 75.060
(25, 61) - utility: 73.926
(25, 64) - utility: 71.539
(25, 65) - utility: 69.803
(25, 66) - utility: 69.463
(25, 67) - utility: 70.712
(25, 68) - utility: 69.473
(25, 69) - utility: 68.504
(25, 70) - utility: 68.348
(25, 71) - utility: 67.411
(25, 72) - utility: 67.334
(25, 73) - utility: 67.032
(25, 74) - utility: 66.055
(25, 75) - utility: 64.538
(25, 76) - utility: 67.789
(25, 78) - utility: 79.111
(25, 79) - utility: 77.004
(25, 80) - utility: 74.603
(25, 81) - utility: 74.072
(25, 82) - utility: 72.817
(25, 83) - utility: 71.859
(25, 84) - utility: 69.454
(25, 85) - utility: 69.238
(25, 86) - utility: 69.101
(25, 87) - utility: 67.881
(25, 88) - utility: 65.449
(25, 90) - utility: 64.872
(25, 94) - utility: 49.370
(25, 95) - utility: 49.091
(25, 96) - utility: 48.590
(25, 98) - utility: 31.043
(26, 0) - utility: 89.656
(26, 1) - utility: 69.551
(26, 2) - utility: 55.029
(26, 3) - utility: 56.367
(26, 4) - utility: 63.806
(26, 5) - utility: 58.877
(26, 7) - utility: 61.949
(26, 9) - utility: 48.674
(26, 11) - utility: 53.356
(26, 14) - utility: 54.699
(26, 15) - utility: 53.430
(26, 16) - utility: 53.764
(26, 17) - utility: 53.430
(26, 18) - utility: 53.816
(26, 19) - utility: 56.844
(26, 20) - utility: 66.020
(26, 21) - utility: 66.175
(26, 23) - utility: 50.154
(26, 24) - utility: 48.316
(26, 25) - utility: 47.369
(26, 26) - utility: 58.367
(26, 27) - utility: 65.163
(26, 28) - utility: 64.300
(26, 29) - utility: 62.219
(26, 31) - utility: 50.584
(26, 32) - utility: 53.661
(26, 33) - utility: 52.728
(26, 34) - utility: 48.411
(26, 35) - utility: 48.229
(26, 36) - utility: 53.325
(26, 38) - utility: 48.189
(26, 39) - utility: 46.673
(26, 41) - utility: 58.921
(26, 42) - utility: 62.798
(26, 43) - utility: 62.409
(26, 44) - utility: 63.711
(26, 45) - utility: 63.009
(26, 47) - utility: 70.222
(26, 48) - utility: 66.886
(26, 49) - utility: 62.265
(26, 50) - utility: 72.638
(26, 51) - utility: 90.753
(26, 52) - utility: 89.911
(26, 53) - utility: 88.836
(26, 54) - utility: 86.806
(26, 55) - utility: 83.444
(26, 57) - utility: 59.134
(26, 58) - utility: 75.210
(26, 60) - utility: 74.764
(26, 61) - utility: 72.732
(26, 62) - utility: 75.232
(26, 64) - utility: 72.710
(26, 65) - utility: 70.561
(26, 66) - utility: 70.192
(26, 67) - utility: 70.653
(26, 68) - utility: 68.630
(26, 69) - utility: 67.809
(26, 70) - utility: 69.360
(26, 71) - utility: 69.418
(26, 72) - utility: 68.263
(26, 73) - utility: 68.014
(26, 75) - utility: 58.248
(26, 77) - utility: 73.442
(26, 79) - utility: 76.751
(26, 80) - utility: 75.362
(26, 81) - utility: 75.149
(26, 82) - utility: 73.751
(26, 85) - utility: 66.401
(26, 86) - utility: 65.923
(26, 87) - utility: 65.341
(26, 88) - utility: 63.316
(26, 89) - utility: 62.284
(26, 90) - utility: 65.742
(26, 92) - utility: 51.935
(26, 94) - utility: 44.259
(26, 95) - utility: 48.148
(26, 96) - utility: 46.552
(26, 97) - utility: 22.349
(26, 98) - utility: 23.528
(26, 99) - utility: 21.537
(27, 0) - utility: 94.564
(27, 1) - utility: 70.995
(27, 2) - utility: 55.004
(27, 4) - utility: 66.208
(27, 5) - utility: 59.056
(27, 6) - utility: 58.274
(27, 7) - utility: 57.882
(27, 8) - utility: 50.010
(27, 9) - utility: 49.214
(27, 10) - utility: 53.794
(27, 11) - utility: 55.292
(27, 12) - utility: 55.651
(27, 13) - utility: 58.200
(27, 14) - utility: 55.599
(27, 15) - utility: 49.798
(27, 16) - utility: 51.769
(27, 17) - utility: 51.589
(27, 18) - utility: 55.429
(27, 20) - utility: 69.245
(27, 21) - utility: 67.081
(27, 22) - utility: 65.538
(27, 23) - utility: 51.068
(27, 24) - utility: 42.164
(27, 25) - utility: 37.926
(27, 27) - utility: 65.681
(27, 29) - utility: 53.081
(27, 30) - utility: 53.748
(27, 31) - utility: 50.889
(27, 32) - utility: 53.577
(27, 33) - utility: 53.868
(27, 34) - utility: 48.557
(27, 36) - utility: 54.686
(27, 37) - utility: 54.544
(27, 38) - utility: 49.038
(27, 39) - utility: 47.124
(27, 41) - utility: 57.918
(27, 42) - utility: 64.175
(27, 43) - utility: 64.248
(27, 44) - utility: 63.503
(27, 45) - utility: 63.767
(27, 47) - utility: 71.576
(27, 48) - utility: 69.155
(27, 49) - utility: 62.441
(27, 51) - utility: 94.319
(27, 52) - utility: 91.127
(27, 53) - utility: 90.128
(27, 55) - utility: 84.128
(27, 56) - utility: 83.029
(27, 58) - utility: 78.220
(27, 59) - utility: 76.657
(27, 60) - utility: 76.013
(27, 63) - utility: 74.116
(27, 64) - utility: 73.947
(27, 65) - utility: 72.492
(27, 66) - utility: 72.237
(27, 67) - utility: 71.907
(27, 70) - utility: 70.473
(27, 71) - utility: 69.184
(27, 72) - utility: 67.257
(27, 73) - utility: 68.892
(27, 74) - utility: 73.741
(27, 76) - utility: 74.755
(27, 77) - utility: 74.420
(27, 78) - utility: 73.864
(27, 79) - utility: 74.152
(27, 80) - utility: 73.034
(27, 81) - utility: 72.009
(27, 82) - utility: 71.356
(27, 83) - utility: 69.461
(27, 84) - utility: 68.957
(27, 85) - utility: 67.350
(27, 86) - utility: 65.993
(27, 87) - utility: 65.144
(27, 88) - utility: 61.482
(27, 89) - utility: 60.730
(27, 92) - utility: 47.083
(27, 93) - utility: 46.446
(27, 94) - utility: 45.594
(27, 95) - utility: 49.493
(27, 97) - utility: 19.510
(27, 98) - utility: 17.717
(27, 99) - utility: 17.896
(28, 0) - utility: 99.967
(28, 2) - utility: 54.962
(28, 3) - utility: 68.075
(28, 4) - utility: 69.201
(28, 6) - utility: 58.315
(28, 7) - utility: 56.929
(28, 8) - utility: 51.020
(28, 10) - utility: 53.596
(28, 11) - utility: 56.184
(28, 12) - utility: 57.342
(28, 13) - utility: 59.630
(28, 14) - utility: 56.752
(28, 15) - utility: 49.506
(28, 16) - utility: 53.954
(28, 17) - utility: 53.000
(28, 18) - utility: 55.346
(28, 19) - utility: 59.364
(28, 20) - utility: 70.440
(28, 21) - utility: 69.114
(28, 22) - utility: 68.032
(28, 26) - utility: 62.823
(28, 27) - utility: 62.735
(28, 28) - utility: 58.282
(28, 29) - utility: 54.931
(28, 30) - utility: 54.918
(28, 32) - utility: 54.604
(28, 33) - utility: 55.299
(28, 35) - utility: 49.989
(28, 36) - utility: 55.445
(28, 37) - utility: 54.641
(28, 38) - utility: 49.259
(28, 40) - utility: 61.443
(28, 42) - utility: 65.810
(28, 43) - utility: 65.212
(28, 44) - utility: 64.230
(28, 45) - utility: 64.656
(28, 46) - utility: 72.020
(28, 47) - utility: 70.062
(28, 48) - utility: 69.140
(28, 50) - utility: 98.221
(28, 51) - utility: 95.960
(28, 52) - utility: 92.054
(28, 53) - utility: 91.192
(28, 54) - utility: 88.370
(28, 55) - utility: 84.065
(28, 57) - utility: 78.905
(28, 58) - utility: 78.140
(28, 59) - utility: 77.561
(28, 60) - utility: 76.943
(28, 61) - utility: 75.457
(28, 62) - utility: 73.813
(28, 63) - utility: 71.503
(28, 64) - utility: 71.207
(28, 65) - utility: 70.513
(28, 66) - utility: 69.441
(28, 67) - utility: 67.682
(28, 68) - utility: 65.591
(28, 69) - utility: 70.092
(28, 70) - utility: 71.574
(28, 71) - utility: 70.188
(28, 72) - utility: 68.924
(28, 73) - utility: 68.098
(28, 74) - utility: 74.016
(28, 75) - utility: 77.313
(28, 76) - utility: 75.792
(28, 77) - utility: 74.125
(28, 78) - utility: 73.429
(28, 79) - utility: 71.249
(28, 80) - utility: 69.544
(28, 81) - utility: 68.351
(28, 83) - utility: 61.723
(28, 84) - utility: 61.786
(28, 85) - utility: 62.654
(28, 86) - utility: 62.281
(28, 88) - utility: 46.664
(28, 89) - utility: 49.197
(28, 90) - utility: 47.662
(28, 91) - utility: 46.985
(28, 92) - utility: 47.393
(28, 94) - utility: 45.133
(28, 95) - utility: 49.343
(28, 97) - utility: 8.543
(28, 98) - utility: 9.462
(29, 1) - utility: 43.521
(29, 2) - utility: 54.068
(29, 3) - utility: 70.483
(29, 4) - utility: 68.954
(29, 6) - utility: 60.488
(29, 7) - utility: 56.951
(29, 8) - utility: 49.663
(29, 9) - utility: 47.796
(29, 10) - utility: 54.000
(29, 11) - utility: 55.809
(29, 12) - utility: 57.976
(29, 13) - utility: 59.766
(29, 15) - utility: 48.721
(29, 16) - utility: 54.048
(29, 17) - utility: 51.995
(29, 18) - utility: 54.573
(29, 19) - utility: 60.494
(29, 20) - utility: 72.931
(29, 21) - utility: 70.006
(29, 22) - utility: 68.807
(29, 23) - utility: 66.117
(29, 24) - utility: 64.887
(29, 25) - utility: 66.114
(29, 26) - utility: 64.891
(29, 27) - utility: 64.123
(29, 28) - utility: 58.930
(29, 29) - utility: 56.470
(29, 30) - utility: 56.873
(29, 31) - utility: 56.987
(29, 32) - utility: 55.257
(29, 33) - utility: 54.822
(29, 34) - utility: 54.613
(29, 36) - utility: 56.978
(29, 39) - utility: 61.219
(29, 40) - utility: 62.269
(29, 41) - utility: 61.667
(29, 42) - utility: 65.453
(29, 43) - utility: 64.821
(29, 44) - utility: 63.992
(29, 46) - utility: 74.146
(29, 49) - utility: 99.988
(29, 50) - utility: 99.794
(29, 51) - utility: 97.428
(29, 52) - utility: 94.098
(29, 53) - utility: 91.326
(29, 54) - utility: 89.722
(29, 55) - utility: 85.851
(29, 56) - utility: 83.518
(29, 57) - utility: 81.260
(29, 58) - utility: 80.366
(29, 59) - utility: 78.596
(29, 60) - utility: 78.074
(29, 61) - utility: 76.480
(29, 62) - utility: 76.091
(29, 63) - utility: 73.417
(29, 64) - utility: 72.207
(29, 66) - utility: 65.481
(29, 67) - utility: 66.325
(29, 71) - utility: 67.593
(29, 72) - utility: 67.852
(29, 73) - utility: 67.980
(29, 75) - utility: 78.942
(29, 76) - utility: 76.818
(29, 77) - utility: 74.991
(29, 78) - utility: 74.592
(29, 79) - utility: 73.352
(29, 81) - utility: 62.464
(29, 82) - utility: 61.601
(29, 83) - utility: 60.627
(29, 84) - utility: 61.766
(29, 85) - utility: 61.134
(29, 87) - utility: 51.683
(29, 89) - utility: 50.377
(29, 90) - utility: 48.208
(29, 91) - utility: 47.493
(29, 92) - utility: 45.657
(29, 93) - utility: 45.038
(29, 94) - utility: 45.228
(29, 95) - utility: 49.230
(29, 96) - utility: 48.566
(29, 98) - utility: -0.583
(29, 99) - utility: -3.627
(30, 0) - utility: 25.456
(30, 1) - utility: 42.802
(30, 3) - utility: 73.667
(30, 4) - utility: 70.896
(30, 6) - utility: 61.744
(30, 7) - utility: 59.402
(30, 10) - utility: 55.282
(30, 11) - utility: 56.520
(30, 12) - utility: 57.492
(30, 13) - utility: 60.795
(30, 16) - utility: 55.704
(30, 17) - utility: 53.335
(30, 18) - utility: 53.582
(30, 20) - utility: 74.510
(30, 21) - utility: 71.938
(30, 22) - utility: 69.913
(30, 23) - utility: 68.032
(30, 24) - utility: 65.450
(30, 25) - utility: 67.306
(30, 26) - utility: 65.704
(30, 27) - utility: 65.537
(30, 28) - utility: 58.071
(30, 29) - utility: 56.876
(30, 30) - utility: 57.678
(30, 31) - utility: 57.988
(30, 32) - utility: 55.844
(30, 33) - utility: 56.749
(30, 34) - utility: 56.540
(30, 36) - utility: 56.435
(30, 37) - utility: 54.725
(30, 38) - utility: 57.978
(30, 39) - utility: 61.911
(30, 40) - utility: 62.000
(30, 41) - utility: 61.948
(30, 42) - utility: 65.569
(30, 43) - utility: 65.715
(30, 45) - utility: 72.426
(30, 46) - utility: 75.133
(30, 47) - utility: 75.331
(30, 48) - utility: 74.272
(30, 51) - utility: 79.705
(30, 52) - utility: 79.419
(30, 53) - utility: 78.910
(30, 54) - utility: 77.203
(30, 55) - utility: 75.448
(30, 56) - utility: 73.691
(30, 57) - utility: 74.166
(30, 58) - utility: 73.463
(30, 59) - utility: 73.811
(30, 60) - utility: 72.813
(30, 61) - utility: 72.888
(30, 62) - utility: 72.843
(30, 63) - utility: 71.457
(30, 64) - utility: 71.224
(30, 65) - utility: 70.286
(30, 66) - utility: 67.465
(30, 67) - utility: 67.319
(30, 68) - utility: 66.208
(30, 69) - utility: 65.146
(30, 71) - utility: 68.465
(30, 72) - utility: 67.462
(30, 73) - utility: 65.660
(30, 74) - utility: 71.379
(30, 76) - utility: 69.016
(30, 77) - utility: 69.226
(30, 78) - utility: 69.998
(30, 80) - utility: 64.280
(30, 81) - utility: 63.292
(30, 82) - utility: 61.327
(30, 83) - utility: 58.270
(30, 84) - utility: 61.505
(30, 85) - utility: 61.141
(30, 86) - utility: 60.328
(30, 87) - utility: 52.386
(30, 88) - utility: 50.659
(30, 89) - utility: 51.335
(30, 90) - utility: 48.685
(30, 92) - utility: 43.946
(30, 94) - utility: 46.585
(30, 95) - utility: 51.697
(30, 97) - utility: 49.406
(30, 99) - utility: -4.003
(31, 0) - utility: 23.660
(31, 1) - utility: 46.774
(31, 2) - utility: 75.019
(31, 3) - utility: 74.995
(31, 4) - utility: 72.708
(31, 5) - utility: 70.554
(31, 6) - utility: 62.867
(31, 7) - utility: 59.910
(31, 8) - utility: 59.651
(31, 9) - utility: 58.452
(31, 10) - utility: 57.088
(31, 11) - utility: 57.318
(31, 12) - utility: 57.978
(31, 13) - utility: 62.026
(31, 14) - utility: 62.888
(31, 15) - utility: 60.003
(31, 16) - utility: 52.887
(31, 17) - utility: 51.218
(31, 18) - utility: 49.882
(31, 19) - utility: 51.849
(31, 21) - utility: 60.967
(31, 22) - utility: 62.287
(31, 23) - utility: 62.182
(31, 24) - utility: 62.072
(31, 25) - utility: 68.639
(31, 26) - utility: 66.405
(31, 27) - utility: 66.015
(31, 29) - utility: 53.881
(31, 30) - utility: 59.730
(31, 31) - utility: 59.078
(31, 32) - utility: 57.431
(31, 33) - utility: 57.656
(31, 34) - utility: 57.278
(31, 35) - utility: 51.578
(31, 36) - utility: 51.495
(31, 37) - utility: 56.058
(31, 38) - utility: 58.676
(31, 40) - utility: 58.601
(31, 41) - utility: 57.975
(31, 43) - utility: 67.826
(31, 44) - utility: 69.126
(31, 45) - utility: 73.053
(31, 47) - utility: 76.490
(31, 48) - utility: 75.128
(31, 49) - utility: 68.712
(31, 50) - utility: 70.363
(31, 51) - utility: 70.440
(31, 52) - utility: 70.877
(31, 53) - utility: 70.802
(31, 54) - utility: 68.927
(31, 55) - utility: 68.726
(31, 56) - utility: 67.359
(31, 57) - utility: 68.264
(31, 58) - utility: 68.764
(31, 59) - utility: 69.166
(31, 60) - utility: 67.334
(31, 61) - utility: 67.152
(31, 62) - utility: 66.502
(31, 63) - utility: 66.025
(31, 64) - utility: 65.479
(31, 66) - utility: 63.796
(31, 67) - utility: 63.848
(31, 68) - utility: 64.418
(31, 69) - utility: 63.634
(31, 70) - utility: 65.948
(31, 71) - utility: 69.506
(31, 72) - utility: 68.465
(31, 74) - utility: 73.045
(31, 75) - utility: 71.968
(31, 76) - utility: 71.124
(31, 77) - utility: 70.081
(31, 78) - utility: 68.549
(31, 79) - utility: 67.644
(31, 80) - utility: 66.479
(31, 81) - utility: 64.264
(31, 82) - utility: 62.288
(31, 84) - utility: 61.469
(31, 85) - utility: 60.706
(31, 87) - utility: 52.322
(31, 88) - utility: 51.049
(31, 89) - utility: 51.137
(31, 90) - utility: 49.019
(31, 91) - utility: 47.128
(31, 92) - utility: 45.764
(31, 93) - utility: 46.150
(31, 95) - utility: 53.040
(31, 96) - utility: 50.848
(31, 97) - utility: 50.080
(32, 0) - utility: 21.120
(32, 2) - utility: 79.551
(32, 3) - utility: 77.487
(32, 4) - utility: 73.660
(32, 6) - utility: 63.121
(32, 7) - utility: 61.592
(32, 8) - utility: 60.572
(32, 9) - utility: 59.262
(32, 10) - utility: 57.661
(32, 11) - utility: 58.038
(32, 12) - utility: 59.549
(32, 13) - utility: 63.259
(32, 15) - utility: 53.084
(32, 16) - utility: 52.924
(32, 17) - utility: 51.033
(32, 18) - utility: 50.629
(32, 19) - utility: 52.801
(32, 20) - utility: 53.643
(32, 21) - utility: 56.561
(32, 22) - utility: 61.414
(32, 25) - utility: 70.656
(32, 26) - utility: 68.276
(32, 27) - utility: 66.850
(32, 28) - utility: 65.769
(32, 30) - utility: 61.348
(32, 31) - utility: 61.211
(32, 32) - utility: 56.660
(32, 33) - utility: 59.722
(32, 34) - utility: 58.717
(32, 37) - utility: 57.060
(32, 38) - utility: 59.795
(32, 39) - utility: 61.441
(32, 40) - utility: 60.683
(32, 41) - utility: 58.680
(32, 42) - utility: 65.875
(32, 43) - utility: 66.690
(32, 44) - utility: 68.408
(32, 45) - utility: 73.204
(32, 46) - utility: 76.202
(32, 47) - utility: 75.278
(32, 48) - utility: 73.084
(32, 49) - utility: 68.622
(32, 50) - utility: 71.499
(32, 51) - utility: 71.336
(32, 52) - utility: 70.574
(32, 53) - utility: 70.658
(32, 54) - utility: 69.639
(32, 55) - utility: 67.747
(32, 56) - utility: 66.992
(32, 57) - utility: 66.399
(32, 58) - utility: 64.919
(32, 59) - utility: 64.620
(32, 60) - utility: 64.104
(32, 62) - utility: 62.082
(32, 63) - utility: 63.853
(32, 64) - utility: 62.391
(32, 65) - utility: 61.083
(32, 66) - utility: 64.646
(32, 67) - utility: 64.640
(32, 68) - utility: 63.599
(32, 69) - utility: 62.688
(32, 70) - utility: 66.676
(32, 71) - utility: 69.696
(32, 73) - utility: 77.056
(32, 74) - utility: 75.365
(32, 75) - utility: 74.111
(32, 76) - utility: 72.097
(32, 78) - utility: 62.169
(32, 81) - utility: 66.309
(32, 82) - utility: 64.091
(32, 83) - utility: 62.067
(32, 84) - utility: 62.392
(32, 87) - utility: 47.444
(32, 88) - utility: 46.825
(32, 89) - utility: 46.707
(32, 90) - utility: 47.467
(32, 91) - utility: 46.858
(32, 92) - utility: 46.173
(32, 93) - utility: 46.832
(32, 94) - utility: 52.628
(32, 95) - utility: 49.641
(32, 96) - utility: 48.548
(32, 98) - utility: 51.976
(32, 99) - utility: 56.380
(33, 1) - utility: 56.822
(33, 3) - utility: 61.202
(33, 4) - utility: 61.535
(33, 5) - utility: 62.344
(33, 6) - utility: 64.160
(33, 7) - utility: 62.357
(33, 8) - utility: 61.424
(33, 9) - utility: 58.784
(33, 10) - utility: 58.192
(33, 11) - utility: 57.367
(33, 12) - utility: 58.764
(33, 14) - utility: 57.178
(33, 15) - utility: 53.825
(33, 16) - utility: 53.860
(33, 17) - utility: 51.542
(33, 18) - utility: 52.209
(33, 19) - utility: 53.684
(33, 20) - utility: 55.324
(33, 21) - utility: 57.085
(33, 22) - utility: 62.847
(33, 23) - utility: 66.829
(33, 25) - utility: 70.584
(33, 26) - utility: 68.105
(33, 27) - utility: 63.441
(33, 28) - utility: 64.166
(33, 30) - utility: 62.191
(33, 31) - utility: 62.586
(33, 32) - utility: 56.475
(33, 34) - utility: 58.460
(33, 35) - utility: 57.620
(33, 36) - utility: 56.429
(33, 37) - utility: 57.490
(33, 38) - utility: 61.949
(33, 39) - utility: 62.568
(33, 40) - utility: 61.655
(33, 41) - utility: 59.534
(33, 42) - utility: 66.242
(33, 43) - utility: 67.470
(33, 44) - utility: 68.938
(33, 45) - utility: 74.403
(33, 46) - utility: 77.705
(33, 47) - utility: 76.438
(33, 48) - utility: 74.341
(33, 50) - utility: 74.045
(33, 51) - utility: 72.362
(33, 52) - utility: 71.410
(33, 53) - utility: 71.739
(33, 55) - utility: 68.579
(33, 56) - utility: 67.754
(33, 57) - utility: 66.903
(33, 58) - utility: 65.898
(33, 60) - utility: 63.625
(33, 61) - utility: 63.739
(33, 62) - utility: 62.696
(33, 63) - utility: 65.114
(33, 64) - utility: 64.012
(33, 65) - utility: 62.508
(33, 67) - utility: 61.816
(33, 68) - utility: 61.281
(33, 69) - utility: 61.192
(33, 70) - utility: 67.690
(33, 71) - utility: 72.216
(33, 72) - utility: 74.752
(33, 73) - utility: 74.741
(33, 74) - utility: 72.181
(33, 76) - utility: 64.652
(33, 77) - utility: 64.459
(33, 78) - utility: 62.475
(33, 80) - utility: 66.212
(33, 81) - utility: 66.161
(33, 82) - utility: 64.726
(33, 83) - utility: 62.246
(33, 84) - utility: 63.271
(33, 85) - utility: 60.589
(33, 87) - utility: 47.765
(33, 88) - utility: 48.617
(33, 89) - utility: 47.238
(33, 90) - utility: 46.694
(33, 94) - utility: 54.442
(33, 95) - utility: 50.082
(33, 96) - utility: 50.287
(33, 97) - utility: 50.121
(33, 98) - utility: 52.133
(34, 1) - utility: 58.802
(34, 2) - utility: 58.546
(34, 4) - utility: 58.695
(34, 5) - utility: 63.056
(34, 7) - utility: 55.406
(34, 9) - utility: 53.225
(34, 10) - utility: 59.007
(34, 11) - utility: 59.077
(34, 12) - utility: 59.731
(34, 13) - utility: 59.576
(34, 14) - utility: 58.370
(34, 15) - utility: 55.344
(34, 16) - utility: 54.884
(34, 17) - utility: 51.870
(34, 18) - utility: 52.819
(34, 19) - utility: 54.392
(34, 20) - utility: 56.058
(34, 21) - utility: 58.568
(34, 22) - utility: 65.126
(34, 23) - utility: 68.221
(34, 24) - utility: 67.577
(34, 25) - utility: 67.542
(34, 26) - utility: 65.085
(34, 27) - utility: 64.831
(34, 28) - utility: 65.118
(34, 29) - utility: 65.520
(34, 30) - utility: 64.189
(34, 31) - utility: 64.240
(34, 33) - utility: 61.526
(34, 34) - utility: 59.355
(34, 35) - utility: 58.442
(34, 36) - utility: 56.910
(34, 37) - utility: 56.529
(34, 39) - utility: 63.600
(34, 40) - utility: 62.636
(34, 42) - utility: 66.501
(34, 43) - utility: 68.343
(34, 44) - utility: 70.572
(34, 45) - utility: 76.876
(34, 46) - utility: 79.309
(34, 47) - utility: 77.557
(34, 48) - utility: 75.069
(34, 49) - utility: 70.723
(34, 50) - utility: 73.928
(34, 51) - utility: 73.235
(34, 52) - utility: 72.202
(34, 53) - utility: 71.424
(34, 54) - utility: 70.452
(34, 55) - utility: 69.599
(34, 56) - utility: 68.663
(34, 57) - utility: 67.818
(34, 59) - utility: 64.705
(34, 60) - utility: 64.465
(34, 61) - utility: 64.739
(34, 62) - utility: 61.702
(34, 64) - utility: 53.183
(34, 65) - utility: 58.624
(34, 66) - utility: 56.646
(34, 67) - utility: 62.715
(34, 70) - utility: 68.842
(34, 71) - utility: 73.428
(34, 74) - utility: 65.909
(34, 75) - utility: 64.864
(34, 76) - utility: 64.144
(34, 77) - utility: 65.547
(34, 78) - utility: 64.279
(34, 79) - utility: 63.220
(34, 80) - utility: 62.802
(34, 81) - utility: 62.188
(34, 82) - utility: 60.823
(34, 83) - utility: 58.980
(34, 85) - utility: 55.352
(34, 86) - utility: 53.108
(34, 87) - utility: 49.525
(34, 88) - utility: 49.560
(34, 89) - utility: 48.993
(34, 91) - utility: 53.359
(34, 92) - utility: 51.446
(34, 93) - utility: 53.336
(34, 94) - utility: 51.656
(34, 95) - utility: 50.195
(34, 96) - utility: 49.707
(34, 97) - utility: 50.532
(34, 98) - utility: 51.780
(34, 99) - utility: 48.750
(35, 1) - utility: 59.627
(35, 2) - utility: 59.304
(35, 3) - utility: 60.205
(35, 4) - utility: 58.941
(35, 5) - utility: 63.134
(35, 7) - utility: 56.156
(35, 8) - utility: 62.235
(35, 10) - utility: 61.729
(35, 11) - utility: 61.012
(35, 12) - utility: 60.637
(35, 13) - utility: 60.511
(35, 14) - utility: 59.385
(35, 15) - utility: 55.773
(35, 16) - utility: 54.634
(35, 17) - utility: 52.080
(35, 18) - utility: 53.458
(35, 19) - utility: 55.118
(35, 20) - utility: 56.712
(35, 21) - utility: 58.852
(35, 22) - utility: 65.119
(35, 23) - utility: 69.601
(35, 24) - utility: 68.404
(35, 25) - utility: 67.436
(35, 26) - utility: 66.894
(35, 27) - utility: 64.319
(35, 28) - utility: 65.977
(35, 29) - utility: 66.614
(35, 30) - utility: 66.090
(35, 31) - utility: 65.109
(35, 32) - utility: 63.899
(35, 33) - utility: 62.625
(35, 34) - utility: 61.210
(35, 35) - utility: 59.308
(35, 36) - utility: 57.536
(35, 37) - utility: 57.245
(35, 39) - utility: 64.574
(35, 41) - utility: 65.444
(35, 42) - utility: 67.161
(35, 43) - utility: 67.896
(35, 44) - utility: 72.216
(35, 45) - utility: 78.382
(35, 46) - utility: 80.884
(35, 47) - utility: 78.680
(35, 48) - utility: 76.299
(35, 50) - utility: 75.399
(35, 51) - utility: 74.254
(35, 52) - utility: 73.133
(35, 53) - utility: 71.087
(35, 54) - utility: 70.204
(35, 55) - utility: 70.539
(35, 56) - utility: 69.569
(35, 57) - utility: 68.620
(35, 58) - utility: 67.767
(35, 59) - utility: 65.603
(35, 60) - utility: 66.477
(35, 61) - utility: 66.022
(35, 62) - utility: 63.364
(35, 64) - utility: 54.437
(35, 65) - utility: 60.343
(35, 67) - utility: 64.316
(35, 68) - utility: 63.087
(35, 69) - utility: 62.714
(35, 70) - utility: 66.849
(35, 71) - utility: 73.666
(35, 72) - utility: 73.172
(35, 73) - utility: 70.536
(35, 74) - utility: 68.135
(35, 75) - utility: 65.693
(35, 76) - utility: 64.740
(35, 77) - utility: 65.446
(35, 78) - utility: 62.842
(35, 79) - utility: 61.534
(35, 81) - utility: 59.994
(35, 82) - utility: 61.702
(35, 83) - utility: 59.545
(35, 84) - utility: 57.798
(35, 85) - utility: 56.114
(35, 86) - utility: 50.620
(35, 87) - utility: 49.748
(35, 88) - utility: 48.999
(35, 89) - utility: 48.278
(35, 90) - utility: 49.723
(35, 91) - utility: 54.322
(35, 93) - utility: 55.718
(35, 94) - utility: 53.543
(35, 95) - utility: 51.970
(35, 96) - utility: 51.433
(35, 97) - utility: 52.380
(35, 98) - utility: 51.707
(35, 99) - utility: 50.249
(36, 0) - utility: 54.667
(36, 1) - utility: 60.471
(36, 2) - utility: 61.163
(36, 3) - utility: 61.286
(36, 4) - utility: 59.054
(36, 5) - utility: 63.193
(36, 6) - utility: 61.692
(36, 8) - utility: 63.831
(36, 9) - utility: 61.833
(36, 10) - utility: 62.648
(36, 11) - utility: 61.791
(36, 12) - utility: 61.422
(36, 13) - utility: 61.450
(36, 14) - utility: 60.497
(36, 15) - utility: 57.431
(36, 16) - utility: 55.552
(36, 17) - utility: 52.297
(36, 18) - utility: 52.835
(36, 19) - utility: 55.873
(36, 20) - utility: 58.622
(36, 21) - utility: 59.130
(36, 22) - utility: 66.215
(36, 23) - utility: 71.241
(36, 24) - utility: 70.503
(36, 25) - utility: 66.971
(36, 26) - utility: 68.044
(36, 27) - utility: 64.653
(36, 28) - utility: 68.200
(36, 29) - utility: 68.864
(36, 30) - utility: 67.033
(36, 32) - utility: 61.082
(36, 33) - utility: 60.260
(36, 34) - utility: 58.335
(36, 35) - utility: 51.356
(36, 36) - utility: 50.207
(36, 37) - utility: 56.670
(36, 38) - utility: 63.957
(36, 39) - utility: 65.440
(36, 40) - utility: 64.097
(36, 41) - utility: 66.107
(36, 42) - utility: 68.183
(36, 43) - utility: 69.568
(36, 44) - utility: 72.948
