number of iterations required: 161
---utility for each state (row, column)---
(26, 38) - utility: 71.404
(26, 39) - utility: 73.596
(26, 40) - utility: 72.115
(26, 42) - utility: 73.455
(26, 45) - utility: 79.972
(26, 48) - utility: 75.878
(26, 49) - utility: 75.615
(26, 50) - utility: 75.538
(26, 51) - utility: 74.104
(26, 52) - utility: 71.838
(26, 53) - utility: 69.729
(26, 54) - utility: 70.165
(26, 55) - utility: 71.243
(26, 56) - utility: 69.936
(26, 57) - utility: 68.837
(26, 59) - utility: 78.980
(26, 60) - utility: 78.699
(26, 61) - utility: 78.718
(26, 62) - utility: 76.998
(26, 63) - utility: 75.736
(26, 64) - utility: 74.604
(26, 66) - utility: 69.262
(26, 67) - utility: 69.637
(26, 68) - utility: 69.046
(26, 70) - utility: 73.963
(26, 71) - utility: 72.969
(26, 72) - utility: 74.484
(26, 73) - utility: 75.611
(26, 74) - utility: 76.766
(26, 75) - utility: 76.574
(26, 76) - utility: 75.328
(26, 77) - utility: 73.179
(26, 78) - utility: 72.145
(26, 79) - utility: 72.651
(26, 80) - utility: 72.400
(26, 81) - utility: 72.516
(26, 82) - utility: 73.536
(26, 83) - utility: 74.639
(26, 84) - utility: 75.873
(26, 85) - utility: 76.975
(26, 86) - utility: 75.772
(26, 87) - utility: 74.484
(26, 88) - utility: 73.195
(26, 89) - utility: 73.729
(26, 90) - utility: 72.187
(26, 91) - utility: 70.865
(26, 92) - utility: 71.377
(26, 93) - utility: 73.692
(26, 94) - utility: 72.860
(26, 95) - utility: 72.850
(26, 96) - utility: 73.002
(26, 97) - utility: 73.649
(26, 98) - utility: 73.806
(26, 99) - utility: 73.668
(27, 0) - utility: 79.972
(27, 1) - utility: 78.370
(27, 3) - utility: 76.427
(27, 6) - utility: 67.703
(27, 7) - utility: 68.863
(27, 8) - utility: 69.888
(27, 10) - utility: 67.582
(27, 11) - utility: 69.729
(27, 12) - utility: 69.581
(27, 13) - utility: 71.479
(27, 16) - utility: 71.273
(27, 17) - utility: 69.127
(27, 18) - utility: 67.979
(27, 19) - utility: 66.871
(27, 20) - utility: 65.658
(27, 21) - utility: 66.635
(27, 22) - utility: 67.887
(27, 23) - utility: 69.053
(27, 24) - utility: 70.455
(27, 25) - utility: 71.809
(27, 26) - utility: 71.874
(27, 27) - utility: 72.000
(27, 28) - utility: 72.832
(27, 30) - utility: 73.068
(27, 32) - utility: 71.559
(27, 33) - utility: 71.651
(27, 34) - utility: 69.917
(27, 35) - utility: 69.952
(27, 36) - utility: 70.163
(27, 37) - utility: 70.501
(27, 38) - utility: 72.629
(27, 39) - utility: 73.971
(27, 40) - utility: 74.352
(27, 41) - utility: 74.674
(27, 42) - utility: 74.682
(27, 43) - utility: 72.258
(27, 44) - utility: 71.061
(27, 46) - utility: 79.972
(27, 47) - utility: 79.972
(27, 48) - utility: 78.384
(27, 49) - utility: 76.850
(27, 50) - utility: 74.541
(27, 51) - utility: 72.543
(27, 52) - utility: 72.847
(27, 53) - utility: 70.398
(27, 54) - utility: 69.325
(27, 55) - utility: 69.875
(27, 56) - utility: 68.940
(27, 57) - utility: 69.405
(27, 58) - utility: 71.864
(27, 60) - utility: 77.421
(27, 62) - utility: 75.744
(27, 63) - utility: 75.767
(27, 64) - utility: 74.490
(27, 65) - utility: 74.393
(27, 66) - utility: 71.587
(27, 67) - utility: 70.314
(27, 68) - utility: 70.145
(27, 69) - utility: 69.880
(27, 70) - utility: 71.290
(27, 71) - utility: 70.642
(27, 73) - utility: 75.267
(27, 74) - utility: 76.519
(27, 75) - utility: 75.446
(27, 76) - utility: 75.392
(27, 78) - utility: 70.946
(27, 80) - utility: 73.568
(27, 81) - utility: 73.527
(27, 82) - utility: 73.587
(27, 83) - utility: 74.661
(27, 84) - utility: 77.108
(27, 85) - utility: 78.535
(27, 87) - utility: 74.757
(27, 89) - utility: 73.905
(27, 90) - utility: 71.623
(27, 92) - utility: 72.616
(27, 93) - utility: 73.996
(27, 94) - utility: 73.970
(27, 95) - utility: 74.042
(27, 96) - utility: 74.155
(27, 97) - utility: 74.933
(27, 98) - utility: 75.068
(27, 99) - utility: 74.874
(28, 1) - utility: 75.896
(28, 3) - utility: 73.692
(28, 4) - utility: 71.369
(28, 6) - utility: 67.668
(28, 7) - utility: 70.026
(28, 8) - utility: 70.078
(28, 9) - utility: 68.934
(28, 12) - utility: 69.003
(28, 13) - utility: 70.021
(28, 14) - utility: 68.726
(28, 15) - utility: 68.488
(28, 16) - utility: 70.850
(28, 17) - utility: 68.757
(28, 18) - utility: 67.940
(28, 19) - utility: 66.911
(28, 20) - utility: 64.867
(28, 21) - utility: 64.859
(28, 22) - utility: 66.952
(28, 23) - utility: 68.109
(28, 24) - utility: 69.295
(28, 25) - utility: 70.521
(28, 26) - utility: 73.063
(28, 27) - utility: 73.111
(28, 29) - utility: 73.202
(28, 30) - utility: 74.281
(28, 32) - utility: 72.741
(28, 33) - utility: 71.435
(28, 34) - utility: 72.081
(28, 35) - utility: 71.104
(28, 36) - utility: 71.332
(28, 37) - utility: 72.678
(28, 38) - utility: 72.854
(28, 39) - utility: 75.324
(28, 40) - utility: 75.598
(28, 41) - utility: 77.168
(28, 42) - utility: 77.440
(28, 48) - utility: 78.530
(28, 49) - utility: 76.003
(28, 50) - utility: 74.726
(28, 51) - utility: 74.446
(28, 52) - utility: 73.101
(28, 53) - utility: 70.709
(28, 55) - utility: 67.721
(28, 56) - utility: 69.433
(28, 58) - utility: 71.019
(28, 59) - utility: 73.312
(28, 60) - utility: 75.718
(28, 61) - utility: 74.542
(28, 62) - utility: 74.609
(28, 63) - utility: 75.531
(28, 64) - utility: 74.087
(28, 65) - utility: 73.025
(28, 66) - utility: 70.797
(28, 68) - utility: 68.876
(28, 69) - utility: 68.083
(28, 70) - utility: 70.164
(28, 71) - utility: 71.230
(28, 72) - utility: 72.511
(28, 73) - utility: 74.942
(28, 74) - utility: 74.260
(28, 75) - utility: 75.137
(28, 76) - utility: 73.054
(28, 77) - utility: 71.764
(28, 78) - utility: 71.061
(28, 79) - utility: 72.273
(28, 80) - utility: 73.488
(28, 81) - utility: 73.369
(28, 82) - utility: 74.688
(28, 83) - utility: 74.743
(28, 85) - utility: 78.691
(28, 86) - utility: 77.414
(28, 87) - utility: 76.000
(28, 88) - utility: 74.667
(28, 89) - utility: 73.434
(28, 90) - utility: 72.126
(28, 91) - utility: 70.109
(28, 92) - utility: 72.499
(28, 93) - utility: 73.816
(28, 94) - utility: 75.184
(28, 95) - utility: 75.265
(28, 96) - utility: 75.301
(28, 97) - utility: 76.252
(28, 98) - utility: 75.036
(28, 99) - utility: 73.928
(29, 0) - utility: 72.788
(29, 1) - utility: 74.311
(29, 2) - utility: 73.085
(29, 3) - utility: 73.539
(29, 4) - utility: 72.102
(29, 5) - utility: 69.708
(29, 7) - utility: 71.495
(29, 8) - utility: 71.407
(29, 9) - utility: 69.112
(29, 10) - utility: 70.200
(29, 11) - utility: 69.032
(29, 12) - utility: 69.544
(29, 14) - utility: 67.587
(29, 16) - utility: 70.936
(29, 17) - utility: 70.566
(29, 18) - utility: 69.110
(29, 19) - utility: 67.754
(29, 20) - utility: 66.254
(29, 21) - utility: 64.900
(29, 22) - utility: 65.843
(29, 23) - utility: 66.869
(29, 24) - utility: 67.048
(29, 25) - utility: 68.037
(29, 27) - utility: 73.016
(29, 28) - utility: 74.216
(29, 29) - utility: 74.281
(29, 30) - utility: 75.643
(29, 31) - utility: 75.752
(29, 32) - utility: 75.324
(29, 33) - utility: 73.594
(29, 34) - utility: 73.484
(29, 35) - utility: 72.142
(29, 38) - utility: 72.773
(29, 39) - utility: 73.981
(29, 40) - utility: 74.318
(29, 42) - utility: 78.751
(29, 43) - utility: 78.596
(29, 44) - utility: 77.182
(29, 45) - utility: 75.924
(29, 46) - utility: 74.690
(29, 47) - utility: 72.266
(29, 49) - utility: 74.746
(29, 50) - utility: 74.667
(29, 51) - utility: 73.547
(29, 52) - utility: 72.409
(29, 53) - utility: 71.152
(29, 54) - utility: 69.965
(29, 55) - utility: 69.754
(29, 56) - utility: 68.830
(29, 57) - utility: 69.917
(29, 58) - utility: 71.100
(29, 59) - utility: 73.574
(29, 61) - utility: 75.063
(29, 62) - utility: 73.916
(29, 63) - utility: 74.030
(29, 64) - utility: 72.019
(29, 65) - utility: 72.839
(29, 66) - utility: 71.429
(29, 67) - utility: 69.045
(29, 68) - utility: 66.982
(29, 69) - utility: 68.640
(29, 70) - utility: 70.025
(29, 71) - utility: 71.195
(29, 73) - utility: 73.649
(29, 74) - utility: 73.173
(29, 75) - utility: 73.820
(29, 77) - utility: 71.117
(29, 78) - utility: 71.055
(29, 79) - utility: 72.250
(29, 80) - utility: 73.332
(29, 81) - utility: 72.462
(29, 82) - utility: 74.775
(29, 83) - utility: 75.992
(29, 84) - utility: 77.407
(29, 85) - utility: 78.684
(29, 88) - utility: 73.939
(29, 89) - utility: 72.914
(29, 90) - utility: 71.842
(29, 92) - utility: 71.510
(29, 93) - utility: 72.486
(29, 95) - utility: 75.201
(29, 96) - utility: 76.430
(29, 97) - utility: 76.465
(29, 98) - utility: 75.202
(30, 0) - utility: 70.384
(30, 3) - utility: 72.183
(30, 4) - utility: 71.045
(30, 6) - utility: 71.529
(30, 7) - utility: 72.704
(30, 8) - utility: 71.110
(30, 9) - utility: 69.965
(30, 10) - utility: 71.663
(30, 12) - utility: 70.782
(30, 16) - utility: 69.610
(30, 17) - utility: 68.315
(30, 18) - utility: 67.893
(30, 19) - utility: 66.874
(30, 20) - utility: 64.616
(30, 21) - utility: 62.946
(30, 22) - utility: 63.979
(30, 23) - utility: 66.056
(30, 24) - utility: 67.078
(30, 25) - utility: 66.920
(30, 26) - utility: 66.906
(30, 28) - utility: 73.004
(30, 30) - utility: 75.585
(30, 31) - utility: 74.566
(30, 32) - utility: 73.904
(30, 33) - utility: 71.664
(30, 34) - utility: 73.237
(30, 35) - utility: 72.050
(30, 36) - utility: 70.721
(30, 39) - utility: 73.817
(30, 40) - utility: 71.847
(30, 41) - utility: 69.457
(30, 43) - utility: 77.182
(30, 44) - utility: 76.062
(30, 46) - utility: 74.760
(30, 48) - utility: 68.506
(30, 50) - utility: 73.436
(30, 52) - utility: 72.355
(30, 53) - utility: 71.153
(30, 55) - utility: 69.051
(30, 56) - utility: 68.881
(30, 58) - utility: 70.669
(30, 59) - utility: 73.163
(30, 60) - utility: 71.653
(30, 63) - utility: 73.945
(30, 64) - utility: 72.627
(30, 65) - utility: 71.610
(30, 66) - utility: 70.392
(30, 68) - utility: 67.418
(30, 69) - utility: 67.477
(30, 71) - utility: 70.129
(30, 72) - utility: 71.113
(30, 73) - utility: 72.368
(30, 74) - utility: 73.113
(30, 75) - utility: 72.678
(30, 76) - utility: 72.871
(30, 77) - utility: 72.319
(30, 79) - utility: 73.254
(30, 80) - utility: 72.247
(30, 82) - utility: 75.066
(30, 85) - utility: 78.513
(30, 86) - utility: 76.964
(30, 87) - utility: 75.558
(30, 88) - utility: 75.300
(30, 89) - utility: 73.948
(30, 90) - utility: 72.633
(30, 91) - utility: 70.235
(30, 92) - utility: 72.274
(30, 93) - utility: 73.668
(30, 94) - utility: 75.156
(30, 95) - utility: 75.240
(30, 96) - utility: 76.524
(30, 97) - utility: 76.520
(30, 99) - utility: -3.199
(31, 2) - utility: 69.477
(31, 3) - utility: 70.657
(31, 4) - utility: 69.178
(31, 5) - utility: 69.305
(31, 6) - utility: 71.725
(31, 7) - utility: 72.950
(31, 8) - utility: 73.460
(31, 9) - utility: 72.001
(31, 10) - utility: 73.076
(31, 11) - utility: 71.905
(31, 12) - utility: 70.658
(31, 13) - utility: 68.385
(31, 14) - utility: 67.328
(31, 15) - utility: 67.489
(31, 17) - utility: 67.141
(31, 18) - utility: 66.806
(31, 20) - utility: 63.420
(31, 21) - utility: 62.537
(31, 24) - utility: 65.943
(31, 25) - utility: 65.841
(31, 26) - utility: 68.038
(31, 29) - utility: 72.627
(31, 30) - utility: 74.094
(31, 31) - utility: 73.432
(31, 33) - utility: 69.441
(31, 34) - utility: 70.687
(31, 36) - utility: 69.553
(31, 38) - utility: 70.836
(31, 39) - utility: 72.175
(31, 40) - utility: 70.064
(31, 41) - utility: 69.444
(31, 43) - utility: 75.926
(31, 44) - utility: 75.941
(31, 45) - utility: 74.550
(31, 46) - utility: 72.555
(31, 47) - utility: 72.338
(31, 48) - utility: 69.670
(31, 49) - utility: 68.043
(31, 50) - utility: 70.582
(31, 51) - utility: 69.538
(31, 52) - utility: 70.976
(31, 54) - utility: 71.273
(31, 55) - utility: 70.233
(31, 56) - utility: 70.019
(31, 57) - utility: 68.860
(31, 58) - utility: 69.528
(31, 59) - utility: 70.483
(31, 60) - utility: 69.214
(31, 61) - utility: 67.522
(31, 62) - utility: 69.887
(31, 63) - utility: 72.416
(31, 64) - utility: 72.428
(31, 65) - utility: 70.057
(31, 66) - utility: 67.995
(31, 67) - utility: 65.721
(31, 68) - utility: 66.112
(31, 69) - utility: 65.158
(31, 70) - utility: 64.351
(31, 72) - utility: 70.683
(31, 73) - utility: 73.037
(31, 74) - utility: 73.033
(31, 75) - utility: 71.692
(31, 76) - utility: 71.179
(31, 77) - utility: 73.460
(31, 78) - utility: 73.513
(31, 79) - utility: 74.602
(31, 81) - utility: 77.930
(31, 82) - utility: 77.523
(31, 83) - utility: 75.066
(31, 85) - utility: 76.964
(31, 86) - utility: 74.737
(31, 87) - utility: 74.339
(31, 88) - utility: 74.089
(31, 89) - utility: 74.034
(31, 92) - utility: 71.538
(31, 93) - utility: 72.732
(31, 94) - utility: 73.911
(31, 95) - utility: 74.949
(31, 96) - utility: 76.221
(31, 97) - utility: 74.609
(31, 98) - utility: 75.740
(32, 0) - utility: -3.199
(32, 3) - utility: 71.883
(32, 4) - utility: 71.366
(32, 5) - utility: 69.016
(32, 7) - utility: 74.256
(32, 8) - utility: 73.616
(32, 10) - utility: 73.262
(32, 11) - utility: 72.161
(32, 12) - utility: 70.064
(32, 13) - utility: 69.164
(32, 14) - utility: 68.039
(32, 15) - utility: 68.657
(32, 16) - utility: 67.509
(32, 17) - utility: 66.595
(32, 18) - utility: 64.736
(32, 19) - utility: 62.448
(32, 20) - utility: 62.642
(32, 21) - utility: 63.503
(32, 22) - utility: 62.397
(32, 23) - utility: 63.377
(32, 24) - utility: 63.609
(32, 26) - utility: 69.461
(32, 27) - utility: 70.805
(32, 28) - utility: 71.969
(32, 29) - utility: 70.545
(32, 30) - utility: 71.608
(32, 31) - utility: 72.031
(32, 32) - utility: 70.845
(32, 34) - utility: 68.046
(32, 35) - utility: 65.806
(32, 37) - utility: 70.647
(32, 38) - utility: 69.672
(32, 39) - utility: 71.849
(32, 40) - utility: 70.567
(32, 41) - utility: 70.543
(32, 42) - utility: 69.229
(32, 44) - utility: 73.484
(32, 45) - utility: 73.342
(32, 47) - utility: 69.798
(32, 48) - utility: 68.626
(32, 49) - utility: 66.731
(32, 50) - utility: 68.948
(32, 51) - utility: 67.485
(32, 52) - utility: 68.537
(32, 53) - utility: 69.117
(32, 54) - utility: 70.279
(32, 55) - utility: 71.306
(32, 56) - utility: 71.310
(32, 58) - utility: 68.366
(32, 62) - utility: 68.808
(32, 63) - utility: 70.952
(32, 64) - utility: 70.952
(32, 65) - utility: 68.712
(32, 66) - utility: 67.486
(32, 67) - utility: 66.269
(32, 69) - utility: 65.177
(32, 70) - utility: 65.363
(32, 71) - utility: 65.578
(32, 74) - utility: 71.584
(32, 75) - utility: 69.647
(32, 76) - utility: 70.496
(32, 78) - utility: 74.602
(32, 79) - utility: 75.976
(32, 80) - utility: 76.545
(32, 81) - utility: 77.669
(32, 82) - utility: 76.415
(32, 83) - utility: 75.064
(32, 84) - utility: 74.045
(32, 85) - utility: 75.279
(32, 86) - utility: 73.031
(32, 87) - utility: 73.084
(32, 88) - utility: 72.872
(32, 89) - utility: 72.675
(32, 90) - utility: 71.336
(32, 91) - utility: 70.036
(32, 92) - utility: 70.840
(32, 93) - utility: 72.055
(32, 94) - utility: 73.162
(32, 95) - utility: 74.412
(32, 96) - utility: 75.573
(32, 97) - utility: 76.723
(32, 98) - utility: 78.353
(32, 99) - utility: 79.972
(33, 1) - utility: 75.822
(33, 2) - utility: 75.407
(33, 3) - utility: 73.158
(33, 4) - utility: 72.799
(33, 8) - utility: 74.761
(33, 9) - utility: 75.752
(33, 10) - utility: 74.620
(33, 11) - utility: 73.262
(33, 12) - utility: 71.838
(33, 13) - utility: 70.361
(33, 14) - utility: 68.975
(33, 15) - utility: 70.041
(33, 17) - utility: 67.799
(33, 18) - utility: 66.355
(33, 20) - utility: 63.590
(33, 21) - utility: 64.838
(33, 22) - utility: 64.424
(33, 23) - utility: 65.772
(33, 24) - utility: 65.845
(33, 25) - utility: 66.829
(33, 27) - utility: 70.956
(33, 28) - utility: 72.178
(33, 29) - utility: 72.097
(33, 30) - utility: 70.989
(33, 31) - utility: 70.859
(33, 32) - utility: 70.828
(33, 33) - utility: 68.440
(33, 34) - utility: 67.341
(33, 35) - utility: 66.551
(33, 36) - utility: 67.990
(33, 37) - utility: 69.398
(33, 38) - utility: 70.223
(33, 39) - utility: 71.622
(33, 40) - utility: 70.332
(33, 41) - utility: 70.466
(33, 42) - utility: 68.106
(33, 44) - utility: 72.272
(33, 47) - utility: 68.511
(33, 48) - utility: 67.526
(33, 49) - utility: 66.544
(33, 50) - utility: 67.664
(33, 51) - utility: 67.761
(33, 52) - utility: 67.427
(33, 54) - utility: 70.485
(33, 55) - utility: 71.310
(33, 56) - utility: 72.500
(33, 57) - utility: 71.556
(33, 61) - utility: 70.852
(33, 62) - utility: 69.607
(33, 64) - utility: 69.630
(33, 65) - utility: 68.490
(33, 66) - utility: 66.382
(33, 67) - utility: 66.175
(33, 68) - utility: 65.348
(33, 69) - utility: 66.276
(33, 70) - utility: 66.485
(33, 71) - utility: 66.736
(33, 72) - utility: 68.064
(33, 73) - utility: 69.159
(33, 74) - utility: 70.256
(33, 76) - utility: 71.790
(33, 77) - utility: 70.725
(33, 79) - utility: 77.332
(33, 80) - utility: 77.657
(33, 81) - utility: 77.690
(33, 82) - utility: 75.362
(33, 83) - utility: 74.206
(33, 85) - utility: 73.909
(33, 86) - utility: 72.810
(33, 87) - utility: 73.008
(33, 88) - utility: 71.863
(33, 89) - utility: 71.388
(33, 90) - utility: 70.221
(33, 91) - utility: 69.111
(33, 92) - utility: 69.974
(33, 93) - utility: 72.207
(33, 94) - utility: 72.211
(33, 95) - utility: 74.518
(33, 96) - utility: 75.776
(33, 97) - utility: 75.975
(34, 0) - utility: 79.972
(34, 1) - utility: 78.347
(34, 2) - utility: 76.892
(34, 3) - utility: 75.362
(34, 4) - utility: 73.977
(34, 6) - utility: 72.087
(34, 7) - utility: 73.293
(34, 8) - utility: 75.876
(34, 9) - utility: 77.269
(34, 10) - utility: 75.886
(34, 13) - utility: 69.216
(34, 14) - utility: 68.162
(34, 16) - utility: 66.477
(34, 17) - utility: 67.569
(34, 18) - utility: 65.349
(34, 19) - utility: 64.228
(34, 20) - utility: 63.258
(34, 22) - utility: 64.488
(34, 23) - utility: 65.737
(34, 24) - utility: 66.852
(34, 25) - utility: 68.084
(34, 26) - utility: 69.503
(34, 27) - utility: 70.812
(34, 28) - utility: 72.127
(34, 31) - utility: 69.672
(34, 32) - utility: 69.522
(34, 33) - utility: 68.266
(34, 34) - utility: 66.956
(34, 35) - utility: 64.889
(34, 36) - utility: 65.983
(34, 37) - utility: 68.097
(34, 38) - utility: 69.069
(34, 39) - utility: 70.184
(34, 40) - utility: 69.272
(34, 42) - utility: 67.082
(34, 43) - utility: 68.061
(34, 44) - utility: 70.468
(34, 45) - utility: 67.957
(34, 46) - utility: 65.847
(34, 47) - utility: 67.251
(34, 48) - utility: 67.764
(34, 50) - utility: 67.712
(34, 51) - utility: 68.963
(34, 53) - utility: 71.581
(34, 54) - utility: 72.774
(34, 56) - utility: 73.971
(34, 57) - utility: 72.631
(34, 58) - utility: 71.291
(34, 59) - utility: 70.116
(34, 61) - utility: 69.697
(34, 62) - utility: 69.695
(34, 63) - utility: 67.357
(34, 64) - utility: 68.358
(34, 65) - utility: 68.469
(34, 66) - utility: 67.216
(34, 67) - utility: 67.387
(34, 68) - utility: 66.253
(34, 69) - utility: 67.502
(34, 70) - utility: 67.620
(34, 71) - utility: 66.429
(34, 72) - utility: 68.609
(34, 73) - utility: 69.788
(34, 74) - utility: 71.150
(34, 76) - utility: 71.812
(34, 77) - utility: 72.993
(34, 78) - utility: 73.307
(34, 79) - utility: 75.771
(34, 83) - utility: 73.970
(34, 84) - utility: 71.421
(34, 85) - utility: 73.691
(34, 86) - utility: 73.543
(34, 87) - utility: 72.484
(34, 88) - utility: 71.349
(34, 89) - utility: 70.298
(34, 90) - utility: 69.256
(34, 91) - utility: 68.246
(34, 92) - utility: 70.430
(34, 93) - utility: 71.540
(34, 96) - utility: 77.168
(34, 97) - utility: 77.262
(35, 1) - utility: 78.209
(35, 2) - utility: 76.930
(35, 5) - utility: 71.714
(35, 7) - utility: 72.087
(35, 9) - utility: 77.575
(35, 10) - utility: 76.114
(35, 12) - utility: 70.674
(35, 13) - utility: 70.519
(35, 14) - utility: 68.172
(35, 15) - utility: 67.046
(35, 16) - utility: 66.647
(35, 18) - utility: 65.075
(35, 19) - utility: 63.927
(35, 20) - utility: 63.748
(35, 21) - utility: 63.220
(35, 22) - utility: 63.381
(35, 24) - utility: 67.061
(35, 25) - utility: 67.183
(35, 26) - utility: 68.360
(35, 27) - utility: 69.617
(35, 28) - utility: 70.652
(35, 29) - utility: 69.344
(35, 30) - utility: 67.010
(35, 31) - utility: 68.342
(35, 32) - utility: 68.256
(35, 33) - utility: 67.251
(35, 34) - utility: 65.172
(35, 35) - utility: 65.267
(35, 36) - utility: 65.821
(35, 37) - utility: 66.926
(35, 38) - utility: 67.819
(35, 39) - utility: 67.958
(35, 40) - utility: 69.250
(35, 43) - utility: 67.768
(35, 44) - utility: 68.898
(35, 45) - utility: 66.819
(35, 46) - utility: 67.684
(35, 47) - utility: 66.641
(35, 48) - utility: 66.716
(35, 49) - utility: 67.494
(35, 50) - utility: 66.920
(35, 51) - utility: 68.954
(35, 52) - utility: 69.983
(35, 54) - utility: 75.343
(35, 55) - utility: 75.629
(35, 56) - utility: 75.362
(35, 58) - utility: 70.085
(35, 60) - utility: 70.346
(35, 61) - utility: 69.136
(35, 62) - utility: 68.494
(35, 63) - utility: 67.354
(35, 64) - utility: 68.289
(35, 65) - utility: 67.426
(35, 69) - utility: 66.503
(35, 70) - utility: 67.624
(35, 71) - utility: 67.506
(35, 72) - utility: 69.072
(35, 73) - utility: 68.989
(35, 75) - utility: 70.823
(35, 76) - utility: 72.014
(35, 77) - utility: 71.986
(35, 78) - utility: 73.065
(35, 79) - utility: 74.378
(35, 80) - utility: 74.430
(35, 81) - utility: 73.189
(35, 82) - utility: 73.281
(35, 83) - utility: 72.565
(35, 84) - utility: 70.308
(35, 85) - utility: 72.256
(35, 86) - utility: 72.410
(35, 87) - utility: 73.204
(35, 90) - utility: 69.342
(35, 91) - utility: 68.920
(35, 92) - utility: 71.540
(35, 93) - utility: 72.885
(35, 94) - utility: 73.585
(35, 95) - utility: 74.756
(35, 96) - utility: 77.121
(35, 97) - utility: 77.240
(35, 98) - utility: 78.676
(35, 99) - utility: 79.972
(36, 0) - utility: 74.376
(36, 1) - utility: 75.588
(36, 3) - utility: -3.199
(36, 5) - utility: 72.923
(36, 6) - utility: 73.011
(36, 7) - utility: 71.891
(36, 8) - utility: 70.134
(36, 10) - utility: 74.712
(36, 11) - utility: 73.408
(36, 12) - utility: 71.883
(36, 13) - utility: 69.573
(36, 14) - utility: 68.361
(36, 15) - utility: 67.190
(36, 16) - utility: 67.711
(36, 17) - utility: 68.950
(36, 18) - utility: 67.522
(36, 19) - utility: 66.095
(36, 20) - utility: 64.866
(36, 21) - utility: 64.202
(36, 22) - utility: 63.428
(36, 24) - utility: 64.877
(36, 25) - utility: 65.961
(36, 26) - utility: 66.247
(36, 27) - utility: 68.321
(36, 28) - utility: 69.243
(36, 29) - utility: 68.191
(36, 30) - utility: 67.116
(36, 32) - utility: 67.140
(36, 33) - utility: 67.306
(36, 34) - utility: 65.359
(36, 35) - utility: 66.328
(36, 36) - utility: 65.855
(36, 37) - utility: 65.787
(36, 38) - utility: 65.641
(36, 39) - utility: 66.785
(36, 40) - utility: 67.685
(36, 41) - utility: 65.295
(36, 42) - utility: 66.461
(36, 43) - utility: 67.667
(36, 44) - utility: 66.791
(36, 45) - utility: 67.871
(36, 46) - utility: 67.740
(36, 48) - utility: 65.225
(36, 49) - utility: 67.364
(36, 50) - utility: 68.629
(36, 51) - utility: 69.998
(36, 52) - utility: 71.284
(36, 53) - utility: 72.636
(36, 54) - utility: 75.042
(36, 55) - utility: 74.428
(36, 56) - utility: 74.036
(36, 57) - utility: 72.827
(36, 58) - utility: 72.471
(36, 59) - utility: 70.068
(36, 60) - utility: 68.212
(36, 61) - utility: 68.070
(36, 62) - utility: 68.465
(36, 63) - utility: 67.236
(36, 64) - utility: 66.092
(36, 66) - utility: 64.217
(36, 67) - utility: 63.442
(36, 68) - utility: 65.347
(36, 69) - utility: 64.753
(36, 70) - utility: 66.194
(36, 71) - utility: 65.282
(36, 73) - utility: 71.363
(36, 74) - utility: 70.933
(36, 76) - utility: 71.583
(36, 78) - utility: 72.066
(36, 79) - utility: 73.156
(36, 80) - utility: 74.226
(36, 81) - utility: 73.028
(36, 83) - utility: 71.368
(36, 85) - utility: 72.893
(36, 86) - utility: 72.813
(36, 88) - utility: 70.899
(36, 89) - utility: 69.723
(36, 90) - utility: 67.328
(36, 91) - utility: 67.714
(36, 93) - utility: 74.189
(36, 94) - utility: 74.081
(36, 95) - utility: 75.510
(36, 96) - utility: 75.835
(36, 97) - utility: 75.962
(37, 0) - utility: 74.621
(37, 2) - utility: 79.972
(37, 4) - utility: 75.331
(37, 5) - utility: 74.136
(37, 7) - utility: 72.416
(37, 8) - utility: 72.315
(37, 9) - utility: 71.554
(37, 10) - utility: 72.264
(37, 11) - utility: 72.763
(37, 12) - utility: 70.528
(37, 13) - utility: 69.251
(37, 14) - utility: 68.137
(37, 15) - utility: 67.116
(37, 16) - utility: 67.867
(37, 17) - utility: 69.110
(37, 19) - utility: 65.675
(37, 21) - utility: 65.295
(37, 22) - utility: 64.401
(37, 23) - utility: 63.555
(37, 24) - utility: 64.291
(37, 26) - utility: 66.033
(37, 27) - utility: 67.132
(37, 28) - utility: 67.815
(37, 29) - utility: 66.236
(37, 30) - utility: 67.721
(37, 32) - utility: 68.035
(37, 34) - utility: 67.327
(37, 36) - utility: 66.931
(37, 37) - utility: 66.757
(37, 38) - utility: 65.743
(37, 41) - utility: 64.846
(37, 42) - utility: 65.895
(37, 43) - utility: 66.931
(37, 44) - utility: 68.099
(37, 45) - utility: 67.841
(37, 46) - utility: 68.852
(37, 47) - utility: 68.104
(37, 49) - utility: 66.238
(37, 51) - utility: 70.136
(37, 53) - utility: 72.735
(37, 54) - utility: 72.684
(37, 55) - utility: 73.127
(37, 56) - utility: 72.860
(37, 58) - utility: 71.133
(37, 59) - utility: 69.932
(37, 60) - utility: 69.633
(37, 61) - utility: 68.302
(37, 62) - utility: 67.329
(37, 63) - utility: 66.276
(37, 64) - utility: 66.431
(37, 65) - utility: 64.857
(37, 66) - utility: 66.627
(37, 67) - utility: 65.412
(37, 68) - utility: 66.777
(37, 69) - utility: 66.827
(37, 70) - utility: 65.752
(37, 72) - utility: 71.856
(37, 73) - utility: 72.619
(37, 74) - utility: 72.075
(37, 75) - utility: 71.505
(37, 76) - utility: 72.783
(37, 77) - utility: 71.583
(37, 78) - utility: 71.997
(37, 79) - utility: 73.101
