number of iterations required: 161
---utility for each state (row, column)---
(47, 40) - utility: 69.819
(47, 41) - utility: 70.974
(47, 42) - utility: 69.514
(47, 43) - utility: 70.171
(47, 44) - utility: 70.446
(47, 45) - utility: 70.556
(47, 47) - utility: 70.094
(47, 48) - utility: 71.200
(47, 49) - utility: 72.404
(47, 50) - utility: 72.591
(47, 51) - utility: 74.928
(47, 52) - utility: 77.400
(47, 53) - utility: 77.533
(47, 54) - utility: 77.825
(47, 55) - utility: 77.844
(47, 56) - utility: 76.569
(47, 57) - utility: 75.027
(47, 58) - utility: 74.906
(47, 59) - utility: 73.526
(47, 60) - utility: 72.300
(47, 61) - utility: 72.144
(47, 62) - utility: 70.753
(47, 66) - utility: 70.752
(47, 67) - utility: 71.569
(47, 68) - utility: 73.713
(47, 69) - utility: 74.983
(47, 70) - utility: 76.154
(47, 71) - utility: 75.637
(47, 72) - utility: 77.897
(47, 73) - utility: 79.181
(47, 74) - utility: 79.193
(47, 75) - utility: 76.731
(47, 76) - utility: 75.225
(47, 77) - utility: 73.933
(47, 78) - utility: 72.656
(47, 79) - utility: 71.780
(47, 80) - utility: 72.538
(47, 81) - utility: 71.077
(47, 82) - utility: 69.722
(47, 83) - utility: 70.045
(47, 84) - utility: 71.465
(47, 85) - utility: 72.794
(47, 86) - utility: 72.885
(47, 87) - utility: 74.012
(47, 88) - utility: 74.316
(47, 89) - utility: 74.451
(47, 90) - utility: 75.461
(47, 91) - utility: 76.693
(47, 93) - utility: 71.612
(47, 94) - utility: 70.499
(47, 96) - utility: 67.622
(47, 98) - utility: 65.052
(47, 99) - utility: 64.325
(48, 0) - utility: 68.400
(48, 1) - utility: 68.652
(48, 3) - utility: 67.426
(48, 4) - utility: 67.335
(48, 5) - utility: 65.033
(48, 6) - utility: 64.739
(48, 7) - utility: 66.798
(48, 8) - utility: 67.900
(48, 9) - utility: 67.777
(48, 10) - utility: 66.596
(48, 11) - utility: 67.352
(48, 12) - utility: 68.333
(48, 13) - utility: 67.103
(48, 14) - utility: 67.137
(48, 15) - utility: 66.331
(48, 16) - utility: 67.218
(48, 17) - utility: 67.264
(48, 19) - utility: 65.624
(48, 20) - utility: 66.804
(48, 21) - utility: 68.045
(48, 24) - utility: 69.509
(48, 25) - utility: 71.946
(48, 27) - utility: 68.745
(48, 28) - utility: 67.584
(48, 29) - utility: 66.568
(48, 30) - utility: 66.803
(48, 32) - utility: 68.016
(48, 35) - utility: 71.726
(48, 36) - utility: 70.281
(48, 37) - utility: 69.386
(48, 38) - utility: 68.266
(48, 39) - utility: 68.078
(48, 40) - utility: 70.204
(48, 41) - utility: 72.494
(48, 42) - utility: 71.636
(48, 43) - utility: 71.401
(48, 44) - utility: 71.652
(48, 45) - utility: 71.758
(48, 46) - utility: 71.974
(48, 47) - utility: 70.823
(48, 49) - utility: 70.148
(48, 50) - utility: 71.257
(48, 53) - utility: 76.184
(48, 54) - utility: 75.455
(48, 57) - utility: 73.773
(48, 58) - utility: 73.566
(48, 59) - utility: 72.437
(48, 60) - utility: 72.288
(48, 61) - utility: 71.209
(48, 62) - utility: 69.991
(48, 63) - utility: 70.964
(48, 65) - utility: 71.545
(48, 66) - utility: 70.676
(48, 67) - utility: 72.131
(48, 68) - utility: 73.414
(48, 69) - utility: 74.605
(48, 70) - utility: 75.952
(48, 71) - utility: 75.256
(48, 72) - utility: 76.604
(48, 73) - utility: 77.754
(48, 76) - utility: 72.827
(48, 77) - utility: 73.109
(48, 78) - utility: 71.972
(48, 79) - utility: 72.783
(48, 80) - utility: 72.720
(48, 81) - utility: 70.423
(48, 82) - utility: 69.340
(48, 83) - utility: 68.924
(48, 85) - utility: 72.646
(48, 86) - utility: 73.979
(48, 87) - utility: 75.353
(48, 88) - utility: 75.579
(48, 89) - utility: 75.585
(48, 90) - utility: 75.890
(48, 91) - utility: 76.805
(48, 92) - utility: 74.351
(48, 93) - utility: 72.958
(48, 94) - utility: 72.766
(48, 95) - utility: 70.202
(48, 96) - utility: 68.779
(48, 97) - utility: 67.533
(48, 98) - utility: 66.266
(48, 99) - utility: 65.343
(49, 0) - utility: 69.506
(49, 1) - utility: 68.511
(49, 3) - utility: 67.043
(49, 4) - utility: 66.192
(49, 5) - utility: 65.083
(49, 6) - utility: 64.710
(49, 7) - utility: 65.712
(49, 8) - utility: 66.566
(49, 9) - utility: 65.638
(49, 10) - utility: 66.092
(49, 11) - utility: 67.271
(49, 12) - utility: 66.259
(49, 13) - utility: 67.226
(49, 14) - utility: 68.381
(49, 15) - utility: 68.462
(49, 16) - utility: 66.772
(49, 17) - utility: 67.044
(49, 18) - utility: 66.922
(49, 19) - utility: 66.168
(49, 20) - utility: 67.220
(49, 21) - utility: 69.355
(49, 22) - utility: 69.889
(49, 23) - utility: 71.973
(49, 25) - utility: 73.454
(49, 26) - utility: 73.573
(49, 28) - utility: 66.486
(49, 29) - utility: 66.785
(49, 30) - utility: 65.687
(49, 31) - utility: 64.658
(49, 32) - utility: 65.769
(49, 33) - utility: 67.613
(49, 34) - utility: 70.101
(49, 35) - utility: 70.263
(49, 36) - utility: 68.179
(49, 37) - utility: 68.223
(49, 39) - utility: 69.920
(49, 40) - utility: 71.424
(49, 41) - utility: 72.787
(49, 42) - utility: 72.760
(49, 43) - utility: 73.751
(49, 44) - utility: 72.872
(49, 45) - utility: 72.947
(49, 46) - utility: 73.350
(49, 47) - utility: 73.083
(49, 48) - utility: 72.008
(49, 49) - utility: 70.743
(49, 50) - utility: 71.596
(49, 51) - utility: 70.747
(49, 53) - utility: 74.735
(49, 54) - utility: 73.064
(49, 55) - utility: 71.712
(49, 56) - utility: 69.316
(49, 58) - utility: 72.231
(49, 59) - utility: 71.221
(49, 60) - utility: 70.042
(49, 62) - utility: 68.930
(49, 63) - utility: 69.770
(49, 64) - utility: 70.479
(49, 65) - utility: 70.185
(49, 66) - utility: 68.507
(49, 69) - utility: 73.397
(49, 70) - utility: 73.557
(49, 71) - utility: 74.102
(49, 72) - utility: 75.313
(49, 73) - utility: 76.216
(49, 74) - utility: 74.917
(49, 75) - utility: 75.098
(49, 76) - utility: 74.770
(49, 77) - utility: 74.511
(49, 78) - utility: 74.151
(49, 79) - utility: 72.800
(49, 80) - utility: 71.643
(49, 81) - utility: 70.610
(49, 82) - utility: 69.690
(49, 83) - utility: 69.510
(49, 84) - utility: 70.549
(49, 85) - utility: 71.599
(49, 87) - utility: 74.414
(49, 88) - utility: 75.551
(49, 89) - utility: 76.805
(49, 90) - utility: 77.075
(49, 91) - utility: 78.500
(49, 95) - utility: 68.906
(49, 96) - utility: 67.926
(49, 97) - utility: 66.812
(49, 98) - utility: 66.456
(49, 99) - utility: 66.349
(50, 0) - utility: 70.782
(50, 1) - utility: 69.518
(50, 2) - utility: 69.558
(50, 3) - utility: 68.269
(50, 5) - utility: 65.044
(50, 6) - utility: 65.403
(50, 7) - utility: 66.609
(50, 8) - utility: 65.104
(50, 9) - utility: 64.922
(50, 10) - utility: 64.990
(50, 14) - utility: 70.884
(50, 15) - utility: 69.841
(50, 16) - utility: 68.875
(50, 17) - utility: 69.445
(50, 18) - utility: 68.139
(50, 19) - utility: 67.072
(50, 20) - utility: 69.410
(50, 21) - utility: 70.726
(50, 22) - utility: 72.085
(50, 23) - utility: 71.093
(50, 25) - utility: 74.662
(50, 26) - utility: 76.025
(50, 27) - utility: 77.586
(50, 30) - utility: 63.379
(50, 32) - utility: 65.407
(50, 33) - utility: 66.596
(50, 34) - utility: 67.745
(50, 35) - utility: 68.947
(50, 37) - utility: 65.884
(50, 39) - utility: 69.160
(50, 40) - utility: 71.333
(50, 41) - utility: 72.519
(50, 42) - utility: 73.848
(50, 43) - utility: 75.213
(50, 44) - utility: 75.182
(50, 45) - utility: 74.124
(50, 46) - utility: 74.657
(50, 47) - utility: 74.403
(50, 48) - utility: 73.053
(50, 50) - utility: 73.013
(50, 51) - utility: 71.834
(50, 52) - utility: 69.692
(50, 54) - utility: 71.712
(50, 55) - utility: 70.514
(50, 56) - utility: 69.217
(50, 58) - utility: 71.038
(50, 60) - utility: 68.312
(50, 61) - utility: 68.653
(50, 62) - utility: 69.547
(50, 63) - utility: 67.802
(50, 64) - utility: 69.230
(50, 65) - utility: 70.047
(50, 66) - utility: 68.732
(50, 67) - utility: 69.359
(50, 68) - utility: 70.646
(50, 69) - utility: 73.169
(50, 71) - utility: 72.954
(50, 72) - utility: 73.550
(50, 73) - utility: 75.821
(50, 74) - utility: 74.502
(50, 75) - utility: 73.896
(50, 76) - utility: 73.548
(50, 77) - utility: 73.267
(50, 78) - utility: 72.847
(50, 79) - utility: 71.769
(50, 80) - utility: 70.957
(50, 81) - utility: 71.780
(50, 82) - utility: 70.770
(50, 83) - utility: 70.535
(50, 84) - utility: 71.697
(50, 85) - utility: 72.937
(50, 86) - utility: 73.015
(50, 87) - utility: 74.322
(50, 89) - utility: 75.548
(50, 91) - utility: 79.972
(50, 92) - utility: 79.972
(50, 94) - utility: 68.748
(50, 95) - utility: 69.597
(50, 96) - utility: 68.514
(50, 97) - utility: 66.341
(50, 98) - utility: 67.561
(50, 99) - utility: 67.470
(51, 0) - utility: 70.794
(51, 1) - utility: 69.631
(51, 2) - utility: 68.591
(51, 4) - utility: 65.195
(51, 5) - utility: 67.328
(51, 7) - utility: 68.085
(51, 8) - utility: 67.269
(51, 9) - utility: 66.005
(51, 10) - utility: 64.903
(51, 12) - utility: 75.226
(51, 14) - utility: 72.202
(51, 15) - utility: 71.006
(51, 16) - utility: 69.846
(51, 17) - utility: 70.849
(51, 19) - utility: 68.106
(51, 20) - utility: 70.445
(51, 22) - utility: 72.271
(51, 23) - utility: 71.821
(51, 24) - utility: 72.665
(51, 25) - utility: 74.877
(51, 26) - utility: 76.027
(51, 27) - utility: 77.282
(51, 28) - utility: 75.773
(51, 29) - utility: 76.215
(51, 31) - utility: 63.409
(51, 32) - utility: 64.505
(51, 33) - utility: 65.478
(51, 34) - utility: 66.481
(51, 35) - utility: 66.453
(51, 36) - utility: 65.250
(51, 37) - utility: 66.465
(51, 39) - utility: 70.072
(51, 41) - utility: 71.322
(51, 43) - utility: 77.846
(51, 44) - utility: 76.556
(51, 45) - utility: 75.157
(51, 46) - utility: 75.994
(51, 47) - utility: 75.777
(51, 49) - utility: 75.417
(51, 50) - utility: 74.382
(51, 51) - utility: 73.148
(51, 52) - utility: 71.693
(51, 53) - utility: 70.341
(51, 55) - utility: 69.207
(51, 56) - utility: 68.112
(51, 57) - utility: 67.424
(51, 58) - utility: 68.619
(51, 59) - utility: 69.467
(51, 60) - utility: 70.643
(51, 61) - utility: 69.750
(51, 62) - utility: 69.740
(51, 65) - utility: 68.756
(51, 66) - utility: 67.784
(51, 67) - utility: 68.484
(51, 68) - utility: 69.700
(51, 69) - utility: 70.763
(51, 70) - utility: 71.828
(51, 72) - utility: 73.153
(51, 73) - utility: 74.327
(51, 74) - utility: 73.466
(51, 75) - utility: 74.149
(51, 77) - utility: 72.056
(51, 80) - utility: 73.154
(51, 81) - utility: 73.207
(51, 82) - utility: 71.860
(51, 83) - utility: 71.551
(51, 84) - utility: 72.589
(51, 86) - utility: 72.348
(51, 87) - utility: 72.866
(51, 88) - utility: 75.029
(51, 89) - utility: 76.272
(51, 90) - utility: 75.559
(51, 92) - utility: 77.479
(51, 94) - utility: 69.807
(51, 95) - utility: 71.013
(51, 96) - utility: 69.740
(51, 97) - utility: 67.266
(51, 98) - utility: 67.560
(51, 99) - utility: 66.540
(52, 0) - utility: 69.643
(52, 1) - utility: 69.659
(52, 2) - utility: 68.425
(52, 4) - utility: 66.777
(52, 5) - utility: 68.742
(52, 6) - utility: 68.779
(52, 7) - utility: 68.030
(52, 8) - utility: 68.471
(52, 11) - utility: 76.864
(52, 12) - utility: 76.469
(52, 13) - utility: 75.063
(52, 14) - utility: 73.557
(52, 15) - utility: 72.121
(52, 16) - utility: 70.750
(52, 18) - utility: 68.578
(52, 19) - utility: 69.360
(52, 21) - utility: 72.440
(52, 22) - utility: 71.615
(52, 23) - utility: 72.861
(52, 24) - utility: 74.371
(52, 25) - utility: 75.819
(52, 26) - utility: 76.029
(52, 27) - utility: 75.799
(52, 28) - utility: 73.718
(52, 29) - utility: 74.701
(52, 30) - utility: 73.478
(52, 32) - utility: 64.696
(52, 33) - utility: 64.393
(52, 34) - utility: 64.283
(52, 35) - utility: 65.145
(52, 36) - utility: 64.486
(52, 37) - utility: 65.623
(52, 39) - utility: 69.932
(52, 40) - utility: 71.129
(52, 41) - utility: 72.232
(52, 43) - utility: 77.974
(52, 44) - utility: 77.719
(52, 45) - utility: 77.336
(52, 46) - utility: 76.069
(52, 47) - utility: 74.932
(52, 49) - utility: 74.928
(52, 50) - utility: 75.645
(52, 51) - utility: 74.384
(52, 53) - utility: 69.028
(52, 54) - utility: 67.891
(52, 55) - utility: 68.949
(52, 56) - utility: 66.780
(52, 57) - utility: 67.049
(52, 58) - utility: 69.100
(52, 60) - utility: 72.093
(52, 61) - utility: 70.820
(52, 62) - utility: 68.788
(52, 63) - utility: 66.438
(52, 64) - utility: 66.279
(52, 65) - utility: 68.374
(52, 66) - utility: 66.213
(52, 67) - utility: 67.209
(52, 69) - utility: 69.942
(52, 70) - utility: 70.988
(52, 71) - utility: 72.023
(52, 72) - utility: 73.165
(52, 73) - utility: 73.078
(52, 74) - utility: 72.792
(52, 75) - utility: 73.798
(52, 76) - utility: 71.351
(52, 77) - utility: 71.048
(52, 78) - utility: 72.113
(52, 79) - utility: 73.242
(52, 80) - utility: 74.364
(52, 81) - utility: 73.286
(52, 82) - utility: 71.774
(52, 83) - utility: 73.799
(52, 84) - utility: 72.624
(52, 85) - utility: 72.287
(52, 86) - utility: 73.493
(52, 87) - utility: 73.543
(52, 89) - utility: 77.777
(52, 90) - utility: 76.720
(52, 93) - utility: 72.807
(52, 94) - utility: 70.633
(52, 95) - utility: 71.203
(52, 96) - utility: 70.193
(52, 98) - utility: 65.229
(53, 0) - utility: 69.665
(53, 1) - utility: 68.536
(53, 2) - utility: 67.494
(53, 3) - utility: 66.751
(53, 4) - utility: 68.884
(53, 5) - utility: 70.147
(53, 6) - utility: 70.042
(53, 7) - utility: 69.036
(53, 8) - utility: 69.686
(53, 9) - utility: 70.398
(53, 10) - utility: 72.761
(53, 11) - utility: 75.185
(53, 12) - utility: 74.116
(53, 13) - utility: 73.746
(53, 14) - utility: 72.631
(53, 15) - utility: 71.383
(53, 16) - utility: 70.183
(53, 17) - utility: 69.078
(53, 18) - utility: 69.643
(53, 19) - utility: 70.629
(53, 20) - utility: 68.539
(53, 21) - utility: 70.912
(53, 22) - utility: 70.588
(53, 23) - utility: 71.543
(53, 25) - utility: 74.599
(53, 26) - utility: 74.735
(53, 27) - utility: 74.426
(53, 28) - utility: 73.020
(53, 29) - utility: 72.362
(53, 31) - utility: 65.118
(53, 32) - utility: 65.844
(53, 33) - utility: 64.394
(53, 34) - utility: 65.824
(53, 35) - utility: 65.521
(53, 36) - utility: 66.584
(53, 37) - utility: 68.102
(53, 38) - utility: 68.482
(53, 39) - utility: 69.652
(53, 40) - utility: 71.865
(53, 41) - utility: 72.265
(53, 43) - utility: 77.847
(53, 44) - utility: 76.562
(53, 45) - utility: 76.132
(53, 48) - utility: 78.868
(53, 49) - utility: 77.296
(53, 50) - utility: 77.147
(53, 51) - utility: 75.441
(53, 53) - utility: 69.069
(53, 54) - utility: 68.052
(53, 55) - utility: 67.734
(53, 56) - utility: 66.916
(53, 57) - utility: 69.134
(53, 58) - utility: 70.528
(53, 59) - utility: 70.889
(53, 60) - utility: 72.149
(53, 61) - utility: 71.254
(53, 62) - utility: 70.619
(53, 64) - utility: 68.311
(53, 65) - utility: 67.269
(53, 66) - utility: 66.143
(53, 67) - utility: 66.082
(53, 69) - utility: 70.228
(53, 70) - utility: 71.451
(53, 71) - utility: 72.569
(53, 73) - utility: 73.196
(53, 74) - utility: 73.836
(53, 76) - utility: 71.086
(53, 78) - utility: 72.723
(53, 79) - utility: 74.018
(53, 80) - utility: 74.559
(53, 81) - utility: 74.488
(53, 82) - utility: 73.750
(53, 83) - utility: 75.433
(53, 84) - utility: 73.005
(53, 85) - utility: 72.311
(53, 86) - utility: 73.528
(53, 87) - utility: 74.774
(53, 88) - utility: 76.423
(53, 89) - utility: 77.874
(53, 90) - utility: 77.853
(53, 91) - utility: 77.562
(53, 92) - utility: 75.999
(53, 93) - utility: 74.294
(53, 94) - utility: 72.691
(53, 95) - utility: 72.596
(53, 96) - utility: 71.249
(53, 97) - utility: 70.041
(53, 99) - utility: 68.124
(54, 0) - utility: 68.412
(54, 1) - utility: 67.492
(54, 2) - utility: 67.253
(54, 3) - utility: 68.501
(54, 4) - utility: 70.158
(54, 5) - utility: 71.500
(54, 6) - utility: 72.548
(54, 7) - utility: 71.209
(54, 8) - utility: 70.855
(54, 9) - utility: 70.646
(54, 11) - utility: 73.849
(54, 12) - utility: 72.963
(54, 13) - utility: 72.572
(54, 14) - utility: 72.468
(54, 15) - utility: 70.221
(54, 16) - utility: 69.451
(54, 17) - utility: 69.570
(54, 18) - utility: 70.765
(54, 19) - utility: 70.889
(54, 21) - utility: 71.803
(54, 22) - utility: 70.720
(54, 23) - utility: 71.817
(54, 24) - utility: 71.875
(54, 25) - utility: 73.212
(54, 27) - utility: 72.944
(54, 28) - utility: 70.817
(54, 29) - utility: 69.936
(54, 30) - utility: 68.770
(54, 31) - utility: 67.357
(54, 32) - utility: 67.241
(54, 33) - utility: 66.335
(54, 34) - utility: 67.145
(54, 35) - utility: 66.361
(54, 36) - utility: 65.635
(54, 37) - utility: 66.294
(54, 38) - utility: 68.411
(54, 39) - utility: 70.775
(54, 40) - utility: 73.296
(54, 41) - utility: 73.525
(54, 42) - utility: 74.804
(54, 43) - utility: 77.293
(54, 44) - utility: 75.028
(54, 45) - utility: 74.071
(54, 46) - utility: 76.188
(54, 47) - utility: 77.450
(54, 48) - utility: 78.727
(54, 51) - utility: 72.866
(54, 52) - utility: 71.719
(54, 53) - utility: 70.368
(54, 54) - utility: 69.124
(54, 55) - utility: 68.385
(54, 56) - utility: 68.151
(54, 57) - utility: 69.450
(54, 58) - utility: 71.847
(54, 59) - utility: 73.184
(54, 60) - utility: 72.316
(54, 61) - utility: 72.421
(54, 62) - utility: 71.731
(54, 63) - utility: 70.943
(54, 64) - utility: 69.604
(54, 65) - utility: 67.016
(54, 68) - utility: 68.849
(54, 70) - utility: 72.595
(54, 71) - utility: 73.926
(54, 72) - utility: 74.163
(54, 73) - utility: 74.342
(54, 75) - utility: 75.723
(54, 76) - utility: 73.497
(54, 77) - utility: 73.074
(54, 79) - utility: 75.348
(54, 82) - utility: 75.892
(54, 83) - utility: 75.888
(54, 84) - utility: 73.447
(54, 85) - utility: 72.271
(54, 86) - utility: 73.395
(54, 87) - utility: 72.737
(54, 88) - utility: 74.910
(54, 91) - utility: 74.933
(54, 92) - utility: 73.545
(54, 93) - utility: 72.019
(54, 94) - utility: 71.637
(54, 95) - utility: 72.432
(54, 96) - utility: 71.095
(54, 97) - utility: 69.821
(54, 98) - utility: 69.310
(54, 99) - utility: 70.470
(55, 0) - utility: 67.195
(55, 1) - utility: 66.437
(55, 2) - utility: 66.171
(55, 3) - utility: 66.278
(55, 5) - utility: 72.736
(55, 6) - utility: 74.059
(55, 7) - utility: 72.233
(55, 8) - utility: 72.028
(55, 9) - utility: 73.020
(55, 10) - utility: 71.570
(55, 11) - utility: 72.453
(55, 12) - utility: 71.839
(55, 14) - utility: 70.078
(55, 16) - utility: 70.517
(55, 17) - utility: 69.892
(55, 18) - utility: 72.089
(55, 19) - utility: 73.307
(55, 20) - utility: 73.249
(55, 22) - utility: 71.581
(55, 23) - utility: 70.742
(55, 24) - utility: 70.808
(55, 25) - utility: 71.754
(55, 26) - utility: 70.645
(55, 27) - utility: 71.622
(55, 29) - utility: 68.770
(55, 30) - utility: 68.758
(55, 31) - utility: 67.456
(55, 32) - utility: 66.357
(55, 33) - utility: 67.232
(55, 34) - utility: 68.464
(55, 35) - utility: 67.465
(55, 36) - utility: 66.372
(55, 37) - utility: 66.308
(55, 39) - utility: 70.953
(55, 40) - utility: 72.168
(55, 41) - utility: 74.347
(55, 42) - utility: 74.524
(55, 43) - utility: 75.870
(55, 45) - utility: 74.151
(55, 48) - utility: 77.433
(55, 49) - utility: 77.295
(55, 50) - utility: 74.806
(55, 51) - utility: 73.471
(55, 52) - utility: 72.184
(55, 54) - utility: 69.622
(55, 55) - utility: 69.485
(55, 56) - utility: 68.267
(55, 57) - utility: 69.702
(55, 58) - utility: 72.125
(55, 59) - utility: 73.370
(55, 60) - utility: 74.619
(55, 62) - utility: 72.949
(55, 63) - utility: 72.207
(55, 65) - utility: 64.929
(55, 66) - utility: 66.883
(55, 67) - utility: 68.657
(55, 68) - utility: 70.019
(55, 69) - utility: 71.467
(55, 70) - utility: 72.835
(55, 71) - utility: 75.297
(55, 72) - utility: 75.407
(55, 73) - utility: 76.816
(55, 74) - utility: 78.777
(55, 75) - utility: 77.259
(55, 76) - utility: 75.713
(55, 77) - utility: 75.458
(55, 78) - utility: 77.011
(55, 79) - utility: 77.814
(55, 81) - utility: 76.317
(55, 82) - utility: 77.153
(55, 84) - utility: 73.895
(55, 85) - utility: 72.535
(55, 88) - utility: 72.316
(55, 89) - utility: 70.940
(55, 90) - utility: 68.757
(55, 93) - utility: 70.673
(55, 94) - utility: 69.410
(55, 96) - utility: 69.797
(55, 97) - utility: 68.828
(55, 98) - utility: 69.225
(55, 99) - utility: 70.465
(56, 0) - utility: 66.095
(56, 1) - utility: 66.192
(56, 3) - utility: 68.637
(56, 5) - utility: 73.105
(56, 6) - utility: 74.371
(56, 7) - utility: 74.451
(56, 8) - utility: 74.296
(56, 9) - utility: 74.543
(56, 10) - utility: 73.690
(56, 11) - utility: 71.410
(56, 13) - utility: 79.972
(56, 15) - utility: 71.886
(56, 16) - utility: 71.787
(56, 17) - utility: 71.764
(56, 18) - utility: 73.314
(56, 19) - utility: 73.376
(56, 20) - utility: 74.463
(56, 21) - utility: 73.242
(56, 22) - utility: 72.886
(56, 24) - utility: 71.695
(56, 25) - utility: 72.434
(56, 26) - utility: 71.275
(56, 27) - utility: 70.409
(56, 28) - utility: 69.316
(56, 29) - utility: 68.287
(56, 30) - utility: 66.588
(56, 31) - utility: 66.309
(56, 32) - utility: 65.358
(56, 34) - utility: 69.879
(56, 35) - utility: 68.600
(56, 36) - utility: 67.265
(56, 37) - utility: 67.429
(56, 38) - utility: 67.550
(56, 40) - utility: 72.963
(56, 41) - utility: 73.136
(56, 42) - utility: 73.377
(56, 43) - utility: 74.228
(56, 44) - utility: 71.812
(56, 45) - utility: 72.678
(56, 46) - utility: 71.479
(56, 48) - utility: 76.141
(56, 49) - utility: 75.898
(56, 50) - utility: 74.538
(56, 51) - utility: 73.220
(56, 52) - utility: 72.043
(56, 53) - utility: 70.848
(56, 54) - utility: 70.818
(56, 55) - utility: 68.400
(56, 56) - utility: 66.195
(56, 60) - utility: 77.228
(56, 61) - utility: 78.829
(56, 63) - utility: 73.326
(56, 64) - utility: 72.247
(56, 66) - utility: 69.262
(56, 67) - utility: 67.098
(56, 68) - utility: 69.091
(56, 69) - utility: 70.148
(56, 73) - utility: 79.230
(56, 74) - utility: 79.194
(56, 75) - utility: 76.861
(56, 76) - utility: 75.617
(56, 78) - utility: 79.591
(56, 79) - utility: 79.199
(56, 80) - utility: 77.762
(56, 81) - utility: 77.478
(56, 82) - utility: 77.221
(56, 84) - utility: 73.719
(56, 85) - utility: 71.670
(56, 86) - utility: 71.706
(56, 87) - utility: 72.679
(56, 88) - utility: 71.573
(56, 89) - utility: 69.472
(56, 90) - utility: 70.319
(56, 91) - utility: 69.649
(56, 92) - utility: 69.586
(56, 94) - utility: 67.994
(56, 95) - utility: 65.904
(56, 97) - utility: 68.300
(56, 98) - utility: 68.419
(56, 99) - utility: 69.215
(57, 1) - utility: 67.332
(57, 3) - utility: 68.487
(57, 4) - utility: 67.340
(57, 6) - utility: 73.421
(57, 7) - utility: 74.404
(57, 8) - utility: 76.692
(57, 9) - utility: 75.919
(57, 10) - utility: 75.095
(57, 12) - utility: 74.417
(57, 13) - utility: 76.872
(57, 14) - utility: 74.417
(57, 15) - utility: 73.109
(57, 16) - utility: 72.987
(57, 17) - utility: 70.857
(57, 19) - utility: 75.682
(57, 20) - utility: 75.988
(57, 22) - utility: 74.058
(57, 23) - utility: 74.870
(57, 24) - utility: 74.016
(57, 25) - utility: 72.569
(57, 26) - utility: 72.197
(57, 27) - utility: 71.063
(57, 28) - utility: 69.944
(57, 29) - utility: 68.828
(57, 30) - utility: 67.652
(57, 31) - utility: 67.526
(57, 33) - utility: 64.930
(57, 36) - utility: 66.462
(57, 37) - utility: 68.580
(57, 38) - utility: 68.714
(57, 39) - utility: 70.164
(57, 40) - utility: 71.616
(57, 41) - utility: 71.896
(57, 43) - utility: 73.009
(57, 45) - utility: 71.479
(57, 47) - utility: 71.886
(57, 48) - utility: 74.560
(57, 49) - utility: 74.514
(57, 50) - utility: 73.324
(57, 51) - utility: 72.220
(57, 52) - utility: 72.159
(57, 53) - utility: 70.846
(57, 55) - utility: 66.969
(57, 56) - utility: 64.691
(57, 58) - utility: 72.753
(57, 59) - utility: 73.954
(57, 61) - utility: 78.682
(57, 62) - utility: 77.343
(57, 63) - utility: 74.686
(57, 64) - utility: 73.312
(57, 66) - utility: 70.706
(57, 70) - utility: 75.286
(57, 71) - utility: 76.558
(57, 72) - utility: 79.060
(57, 73) - utility: 79.222
(57, 74) - utility: 79.230
(57, 75) - utility: 77.666
(57, 78) - utility: 79.635
(57, 79) - utility: 77.359
(57, 80) - utility: 76.541
(57, 81) - utility: 76.101
(57, 82) - utility: 74.749
(57, 83) - utility: 73.281
(57, 84) - utility: 72.704
(57, 85) - utility: 73.774
(57, 86) - utility: 72.798
(57, 87) - utility: 72.847
(57, 88) - utility: 71.632
(57, 89) - utility: 70.321
(57, 90) - utility: 71.700
(57, 91) - utility: 70.756
(57, 92) - utility: 70.761
(57, 93) - utility: 70.734
(57, 94) - utility: 68.316
(57, 95) - utility: 67.913
(57, 96) - utility: 69.482
(57, 97) - utility: 70.656
(57, 98) - utility: 69.492
(57, 99) - utility: 68.432
(58, 0) - utility: 68.829
(58, 1) - utility: 68.477
(58, 2) - utility: 69.883
(58, 3) - utility: 69.791
(58, 5) - utility: 73.286
(58, 6) - utility: 74.403
(58, 7) - utility: 75.629
(58, 8) - utility: 77.027
(58, 9) - utility: 77.180
(58, 10) - utility: 77.448
(58, 11) - utility: 77.837
(58, 13) - utility: 75.614
(58, 15) - utility: 73.675
(58, 16) - utility: 72.504
(58, 17) - utility: 72.187
(58, 19) - utility: 75.051
(58, 20) - utility: 77.282
(58, 21) - utility: 76.573
(58, 22) - utility: 76.400
(58, 23) - utility: 76.320
(58, 24) - utility: 75.321
(58, 25) - utility: 74.859
(58, 26) - utility: 73.501
(58, 27) - utility: 72.189
(58, 28) - utility: 71.052
(58, 29) - utility: 69.766
(58, 30) - utility: 68.512
(58, 31) - utility: 66.419
(58, 32) - utility: 65.285
(58, 33) - utility: 66.046
(58, 34) - utility: 66.996
(58, 35) - utility: 66.229
(58, 36) - utility: 67.472
(58, 37) - utility: 67.453
(58, 38) - utility: 67.598
(58, 39) - utility: 68.011
(58, 40) - utility: 70.146
(58, 41) - utility: 69.987
(58, 42) - utility: 72.141
(58, 43) - utility: 71.437
(58, 45) - utility: 71.287
(58, 46) - utility: 70.236
(58, 47) - utility: 69.853
(58, 48) - utility: 71.992
(58, 49) - utility: 72.957
(58, 50) - utility: 71.233
(58, 51) - utility: 72.078
(58, 52) - utility: 70.968
(58, 53) - utility: 69.898
(58, 54) - utility: 68.697
